,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ST_Rev,LT_Rev,BAB,QMJ
198203,-1.9479,-0.3666,-1.2175,-0.2863,0.1263,-3.692,0.0487,-1.1749,1.7461,1.8519,-2.3412,-0.1738,1.2911,-0.3528,2.8519,-3.0307,-1.4627,-0.2604,0.1221,1.0514,-3.4956,0.4408,-1.4778,2.681,2.036,3.17,4.73,3.65,5.23,-0.06,0.99,0.81,-2.58,-1.24,0.45,-3.04,-5.17,-4.28,2.39,4.75,0.45,-12.27,-6.52,-3.58,1.63,2.05,-2.11,-3.81,-1.44,0.79,-0.83,4.94,8.43,-1.04,-1.78,-1.87,0,3.78,-1.44,2.37,0.98,2.93,-1.86,4.04,1.64,-0.62
198204,6.4859,6.254,5.0293,5.037,4.5206,6.7055,6.9425,5.6809,4.3945,4.1959,6.3002,5.7638,4.5122,5.0088,4.8446,6.0685,4.9837,4.5045,3.8013,5.0231,6.6393,3.9277,2.7114,3.4341,0.5463,6.39,9.92,7.13,4.05,5.19,2.08,5.91,7.34,4.89,10.17,3.07,1.6,0.48,6.62,5.14,6.77,-0.33,3.33,4.41,3.83,-0.17,7.94,7.37,3.02,3.57,3.06,6.16,5.55,3.29,6.13,3.27,1.15,-2.78,1.51,-0.15,1.13,-0.41,1.66,-1.72,2.14,1.39
198205,-3.1597,-1.672,0.0082,-0.8553,-0.7083,-3.9572,-3.9888,-2.6785,-1.9232,-1.9871,-3.5531,-2.0779,-3.2789,-1.2494,-1.1503,-4.7942,-4.3538,-3.6919,-4.1293,-2.7762,-4.0252,-1.771,-1.8592,-2.942,-1.258,-2.48,-2.5,-4.66,-5.12,-5.32,-1.99,0.22,-3.05,-4.43,-2.94,-4.96,-6.82,-7.96,-3.49,0.08,-5.23,-6.97,-10.09,2.61,-0.5,-1.05,-5.3,-5.35,-4.92,-6.53,-1.87,-2.64,-4.78,-5.57,-4.01,-3.99,0.56,1.81,0.91,-0.09,1.06,2.55,1.93,1.6,2.48,1.73
198206,-4.4371,-3.0232,-2.5745,-1.1914,-1.253,-4.1725,-1.3289,-1.506,-0.5253,-1.2855,-4.1023,-0.5781,-0.4936,-2.1207,-1.9067,-4.4814,-3.1069,-0.7717,-1.2697,0.5051,-2.8519,-1.0779,-0.6223,-1.8382,-2.8775,2.08,2.15,2.69,1.73,-0.19,1.56,2.92,-0.73,-4.87,-2.87,-2.91,-6.7,-6.28,-2.03,3.97,-1.09,-8.59,-5.82,-6.47,-2.24,-2.55,-2.66,-2.24,0.44,0.85,-0.57,3.5,2.8,-2.54,-3.27,-3.09,-0.51,1.54,0.03,2.72,0.96,5,0.16,1.91,-0.49,0.71
198207,-3.8191,-2.4936,0.3178,-0.7685,-0.4246,-3.2833,1.2976,-0.3657,-0.1967,-1.0635,-1.8502,-0.5286,-2.3535,-3.4202,-1.4832,-1.3756,-4.0745,-2.9313,-3.3397,-2.8109,0.6359,-3.7663,-4.437,-1.9919,-1.8293,0.6,8.67,-5.5,-1.04,-1.45,1.73,-0.88,0.81,-4.42,1.46,-2.21,-4.61,-5.81,-1.57,-3.75,3.27,-7.38,-10.47,-7.94,-2.61,1.18,-0.83,2.01,-2.08,-6.06,-1.46,0.54,-0.65,-3.03,-0.24,-3.19,0.95,0.15,1.03,1.54,1.05,4.47,-2.91,2.36,1.49,1.54
198208,4.8871,7.1078,6.7973,5.1121,5.6479,7.9019,8.4996,9.9738,7.9534,8.4353,10.8374,11.2605,11.5544,11.3804,10.7568,12.094,12.8492,10.5516,12.5113,14.0089,11.2424,11.8461,13.0059,13.7757,12.4624,7.16,4.05,13.47,2.68,11.85,12.38,11.63,12.38,15.16,8.98,14.83,13.32,11.19,15.19,15.66,19.4,20.92,10.62,9.82,11.92,10.84,11.78,12.75,14.17,11.3,16.33,11.67,11.07,11.47,9.92,11.14,-4.29,1.16,-1.96,0.18,0.76,-3.52,1.12,-0.99,-2.27,-1.61
198209,2.2221,2.561,5.6962,3.8637,4.3537,2.6594,2.3556,5.0153,5.5636,5.7699,3.1656,5.5454,4.3324,4.0694,2.2559,2.7372,2.2013,7.659,2.7122,-0.0277,1.6767,2.0403,1.1921,-0.1316,0.1622,3.48,6.18,4.43,-0.05,8.52,0.39,11.22,1.34,-0.41,2.65,0.94,-5.19,-4.79,-2.57,-1.54,0.08,-0.82,-2.1,1.99,1.09,1.03,5.56,0.9,0.53,-2.74,4.03,5.53,0.57,5.97,3.28,1.29,2.57,0.34,2.12,-0.04,0.51,4.17,4.29,-0.45,7.55,2.57
198210,17.6996,13.5642,13.3823,12.5904,11.6429,17.205,12.5338,13.4289,10.0544,11.3826,15.1504,13.5959,12.5575,13.2726,13.1409,15.5691,14.8968,12.4058,12.6337,12.833,11.5235,11.2694,10.3866,11.3087,5.9471,7.11,6.97,12.16,20.3,16.23,11.88,11.99,8.34,12.48,16.77,19.45,9.31,11.28,17.87,17.32,13.61,14.54,9.24,5.58,4.9,8.18,17.78,16.42,15.69,17.97,18.12,17.1,12.72,15.17,15.03,11.3,1.92,-3.68,0.3,-0.37,0.59,0.03,2.88,-0.95,2.78,-1.61
198211,9.0407,10.4057,11.6084,10.5171,10.4401,9.7392,8.8776,8.0457,7.8249,8.5679,10.5173,8.6401,6.4234,5.8252,8.2044,7.332,6.983,4.4334,5.4045,7.2974,7.2306,3.9566,1.2594,2.9626,1.6746,4.56,7.06,-2.02,7.97,10.58,8.79,9.95,5.24,3.07,3.96,11.58,3.65,4.79,7.19,8.39,3.15,3.82,-0.02,-4.44,0.11,6.01,10.45,10.43,4.01,11.31,11.14,11.75,5.56,6.46,9.48,4.67,4.53,-1.96,-1.05,0.32,0.63,5.89,-4.48,1.04,6.73,1.81
198212,2.5593,2.2919,1.9477,2.3553,2.4189,-0.3708,2.5448,1.0654,0.4712,0.9128,0.6116,0.4853,-0.6331,0.1274,2.5951,0.7925,0.1385,2.4678,0.2324,2.6453,2.3542,-0.0115,1.1477,0.3894,5.9237,1.14,-3.95,-0.38,-13.66,3.46,-1.25,-0.13,0.54,-1.97,4.57,3.11,5.69,4.67,1.48,6.08,2.44,13.02,1.38,5.51,4.28,-1.23,-0.07,3.07,1.24,-0.85,0.11,-3.01,-1.84,-2.31,0.25,0.55,-0.01,0.01,-0.07,1.03,0.67,0.02,3.77,1.04,3.04,0.82
198301,13.551,8.4849,8.8767,9.0743,7.1309,7.9272,8.2903,3.5397,4.7789,4.793,6.3744,2.9452,4.129,3.1013,3.9904,5.0992,3.4321,2.7911,2.4783,2.0805,2.1044,3.0868,3.7726,6.0895,2.7655,-0.64,1.65,-1.38,4.74,-3.02,3.71,-2.3,1.48,9.16,4.26,3.28,8.08,6.11,6.6,2.36,8.3,16.78,8.35,3.65,3.65,12.35,8.13,8.24,1.41,6.69,4.83,0.67,1.29,0.48,6.01,3.6,3.28,-0.86,-1.5,-0.46,0.69,-1.7,3.14,0.09,2.68,-2.23
198302,3.1848,4.6036,8.0774,7.5057,8.9409,5.1509,4.9556,7.9278,5.7893,5.3273,5.2167,4.8787,5.282,4.4484,5.1199,4.8585,2.9015,2.6244,3.3171,4.4774,2.3932,3.8857,3.1667,1.1324,2.4051,1.1,4.68,2.03,9.35,8.55,4.54,8.8,2.78,4.16,5.98,4.5,3.94,0.76,5.28,0.45,6.48,-14.98,-8.5,-0.31,1.45,-0.3,6.34,3.54,5.82,5.81,8.82,7.68,9.23,5.47,4.87,2.59,2.9,0.67,-0.57,1.02,0.62,3.83,2.69,-0.43,8.33,1.15
198303,2.7898,5.7071,6.6146,4.5209,7.5714,1.9286,3.7251,6.6138,7.1043,4.8527,2.1008,6.4752,4.9238,7.788,4.6956,0.6516,2.6598,4.6309,5.5412,5.1438,3.3111,2.6373,4.1459,3.4663,1.8321,5.58,11.21,5.7,-3.71,8.52,0.43,12.49,4.61,1.15,8.03,5.42,2.93,0.59,-1.75,-0.81,5.7,3.6,-0.25,6.05,0.3,0.71,2.52,0.68,3.05,1.62,3.58,10.69,3.53,6.85,2.49,2.82,1.42,2.07,-0.07,2.81,0.63,0.93,0.36,0.94,6.53,1.06
198304,7.3583,7.4091,8.6575,9.542,9.0013,7.9389,8.3295,8.8683,7.8145,7.8202,6.623,7.3346,7.2596,6.4273,6.5489,5.0465,5.7408,7.601,6.9734,6.2267,6.6211,6.0389,8.7683,9.0265,7.2351,5.24,5.38,4.54,5.4,8.9,6.04,9.08,5.1,8.75,6.81,4.49,3.05,5.92,0.71,16.02,6.53,9.63,2.98,9.51,4.78,5.13,6.39,7.53,8.1,3.37,6.71,9.76,6.94,9.05,9.09,6.67,0.49,0.6,-0.16,1.6,0.71,1.8,-0.51,3.2,4.67,-0.65
198305,11.9633,10.2918,8.4076,8.5406,7.9054,5.4875,6.4411,5.2108,3.3231,5.3469,5.7382,5.3359,2.4855,2.1765,1.3691,4.7024,5.5011,4.7561,1.8704,1.0414,-1.0199,-2.1419,-0.4699,-1.6135,1.1688,-0.7,-3.31,-4.9,6.69,0.2,-5.9,0.2,-2.7,4.38,2.33,2.07,9.51,4.9,7.05,-1.49,1.17,10.72,11.64,1.21,2.62,-1.28,3.81,2.41,3.37,4.64,2.14,-0.01,3.29,0.66,5.88,0.52,6.22,-1.4,-1.85,-1.53,0.69,-1.59,2.74,-2.08,3.13,-2.12
198306,4.1302,6.8477,3.8109,2.8781,4.2895,6.8624,5.331,1.4543,2.6683,3.875,4.7438,5.4689,4.8265,1.3572,1.5876,6.4635,4.7312,4.1404,-1.353,1.8766,5.9021,5.325,2.7962,1.666,0.6532,1.34,-0.01,-0.41,5.06,6.03,4.24,8.11,6.87,0.96,7.39,-0.67,-1.98,3.65,7.05,10.41,6.79,-1.86,8.3,6.46,-0.41,0.23,3.55,6.31,-1.61,8.2,7.01,6.29,7.75,0.25,3.66,3.07,1.15,-3.87,2.52,-0.89,0.67,1.78,0.19,-0.92,2.88,2.13
198307,-6.1163,-2.2273,-0.9756,0.8247,0.7388,-7.2225,-4.5482,-0.8454,1.6617,0.9573,-6.2612,-3.0622,2.6837,0.976,0.6612,-4.2898,-3.7149,-4.7014,-0.8273,-0.5698,-4.8416,-5.9171,-3.1617,-0.5631,-2.1701,-2.55,-0.36,1.17,-6.37,-4.05,-6.06,-5.66,-5.6,0.14,-0.67,-3.66,-0.77,-2.44,-7.3,-1.61,-5.18,-0.42,-1.5,-2.32,1.05,-5.17,-8.35,-4.65,-1.17,-5.03,-7.2,-2.29,-5.6,-2.89,-2.27,-4.07,0.98,5.62,-0.03,2.84,0.74,-3.13,2.01,1.06,3.80,0.05
198308,-6.0336,-3.9517,-2.306,-3.6032,-1.1425,-5.3884,-3.3604,-2.8193,-1.0934,0.7474,-3.7607,-4.3342,-1.5038,-0.8581,2.6893,-2.9081,-1.715,-0.049,2.7841,3.6887,-0.6592,-0.3856,0.1483,4.455,6.6197,2.03,3.22,5.67,-1.92,-2.05,-1.22,-6.5,-1.08,6.89,-0.29,-4.07,7.82,-1.52,-2.18,-3.24,-5.76,1.74,0.97,7.26,1.5,2.19,-2.32,-0.9,-0.07,-2.37,-2.57,-5.42,-4.13,1.19,-5.54,-0.5,-4.34,5.55,0.45,1.95,0.76,-6.25,-1.16,-0.53,-0.88,0.83
198309,-3.0956,0.2053,0.6947,1.4825,1.639,1.132,1.388,3.9653,4.8394,3.6417,1.8294,4.1006,2.8586,4.9452,6.7709,3.5794,1.8965,2.971,2.6695,1.5007,2.871,1.9984,1.993,-1.1194,0.5044,5.24,4.72,8.53,2.39,3.68,3.09,1.11,1.29,-0.16,1.85,3.4,-2.42,4.03,3.36,4.78,5.58,-10.41,4.2,-4.93,4.66,2.26,1.95,2.38,3.92,1.3,2.69,2.03,4.41,1.98,2.43,0.91,0.25,1.09,1.21,0.59,0.76,-0.1,2.34,0.76,3.47,1.75
198310,-10.5029,-6.2492,-4.9865,-3.6199,-2.9267,-10.1852,-7.3153,-4.0892,-1.7658,-3.0701,-8.295,-4.6027,-2.83,-0.6852,-1.7183,-7.0996,-2.7824,-1.8879,-1.729,-0.4166,-2.4922,-2.2756,-0.0642,-0.1712,-0.6737,3.48,-2.73,2.66,-4.26,-5.15,-1.39,-4.58,-2.15,-2.87,-4.18,-4.52,-5.21,-4.8,-2.48,2.4,-3.03,-11.69,-7.02,-2.05,3.07,-5.22,-10.08,-6.1,1.11,1.64,-5.17,-0.82,-2.64,-2.96,-7.59,-3.44,-3.82,5.06,-0.81,2.97,0.76,-4.56,-1.69,1.16,3.48,1.46
198311,3.6458,3.6556,3.4231,2.7735,4.3893,5.7661,5.1946,4.7753,5.2386,4.8035,6.1932,4.3831,4.6339,4.109,3.9486,5.7217,2.7267,4.5155,4.8514,3.7993,1.1974,2.9471,2.8,1.5768,0.6209,3.34,-3.47,0.79,2.17,2.7,8.41,1.1,-3.03,2.44,8.83,7.76,9.49,5.8,10.85,-0.01,9.95,10.47,3.19,-0.6,-1.56,3.17,6.05,1.68,8.14,7.11,4.71,4.23,5.04,3.93,4,2.16,1.88,-0.62,-0.48,0.64,0.7,-0.09,4.88,-1.38,-0.13,-0.17
198312,-5.1998,-1.2899,-0.6497,-0.3184,0.7399,-3.0932,-1.187,0.0748,-0.1063,0.0103,-3.179,-1.2161,-0.1574,-1.0594,1.2712,-3.4727,-0.5393,-2.8007,-1.7463,-0.5361,-0.0421,0.1766,-2.3629,-0.8379,0.5409,0.03,-2.68,3.39,3.08,-2.13,0.25,-3.26,-3.58,-3.06,-1.77,-1.2,1.14,1.08,-0.41,0.72,-1.34,-1.94,-6.15,1.99,-3.64,-1.52,-2.54,0.98,-1.39,-0.91,-1.1,-6.1,-4.13,-0.73,-2.46,-1.78,-0.47,1.67,1.59,1.21,0.73,0.74,1.91,1.33,1.36,1.91
198401,-2.0116,-0.8734,-0.0741,1.2266,3.1644,-6.3152,-1.3855,-0.3686,0.2505,3.684,-6.9955,-4.6202,-2.3748,0.3676,-0.1635,-7.6442,-3.4792,-1.4701,-0.3724,0.4633,-5.6926,-0.7374,1.0511,1.7077,6.9788,1.35,-1.59,4.89,-2.84,-4.77,-5.69,-7.31,-0.61,-4.22,-4.3,-3.2,-1.94,-1.05,-4.56,-4.03,-2.27,0.69,0.83,10.07,1.49,4.06,-8.11,-5.91,-4.78,-4.19,-4.33,-6.38,-3.88,-0.5,-4.77,-1.92,-0.07,7.63,-0.93,3,0.76,-2.49,0.65,4.26,3.30,-2.20
198402,-7.5021,-6.8789,-5.3156,-4.2482,-4.589,-7.1849,-6.0035,-3.8665,-3.2079,-3.8951,-6.7913,-7.1379,-4.6963,-4.6678,-2.3368,-5.6883,-5.745,-5.5146,-3.2024,-4.699,-3.7677,-5.999,-4.4236,-2.2313,0.6789,-4.11,-7.39,-7.66,-7.7,-7.83,-5.41,-1.85,-1.99,-7.21,-7.78,-6.59,-7.78,-7.59,-7.38,-6.7,-6.99,5.22,-4.41,3.96,-3.36,-3.7,-6.3,-5.83,-3.93,-7.53,-4.71,-4.32,-6.09,-4.56,-6.93,-4.82,-1.62,3.36,0.82,1.57,0.71,0.19,-2.01,0.23,-1.92,0.89
198403,-1.0898,1.4398,0.5797,1.6136,2.1394,-0.2792,1.3046,0.9495,1.2267,1.9506,0.6225,1.4558,2.317,1.3562,3.3602,0.5776,0.7943,2.4684,1.5358,4.2434,1.7899,2.9505,0.0629,1.8523,-1.4558,1.68,-1.48,-1.79,6.48,5.83,2.52,0.41,-0.69,6.08,-2.4,4.43,5.9,4.67,-0.48,-2.44,-3.62,4.28,2.15,0.14,-0.24,-4.21,1.46,2.09,4.11,1.5,3.23,0.28,4.7,2.09,0.69,0.63,-0.28,0.48,-0.93,1.09,0.73,1.09,2.42,0.71,-0.22,0.15
198404,-4.0571,-1.8141,-0.7164,-0.0078,-0.9527,-1.2839,1.468,0.6497,0.1433,-1.1554,-0.004,1.1005,-0.076,-1.2132,0.1565,-1.3193,-0.5429,-0.566,-2.5335,-1.8442,1.4271,-0.3962,1.3179,1.5755,2.4265,0.31,-0.47,-1.39,-1.02,2.36,-0.09,-0.66,2.29,1.07,0.37,-2.19,-5.59,-1.36,3.14,1.12,1.98,-6.15,2.09,4.09,-0.39,2.18,-3.26,-0.03,1.26,-3.91,-0.74,0.78,-2.45,-1.21,-0.17,-0.51,-1.01,1.29,3.27,0.76,0.81,2.05,1.51,-1.59,-0.19,3.17
198405,-6.1856,-4.7354,-4.9095,-3.4695,-3.5996,-6.1029,-4.9343,-5.0031,-4.006,-4.1257,-5.8839,-5.5803,-5.6302,-4.0441,-6.4848,-3.9517,-3.9344,-5.1576,-5.2956,-7.5474,-5.2046,-3.3456,-6.1994,-4.1387,-6.0545,-2.06,-0.26,-0.76,-5.59,-2.91,-2.02,-6.16,-6.48,-6.72,-4.3,-9.08,-9.48,-7.24,-8.63,-5.78,-2.42,-5.19,-3.56,-5.08,-0.83,-3.49,-5.27,-5.22,-6.43,-4.72,-7.04,-5.05,-2.97,-7.43,-7.2,-5.97,0.08,0.26,2.32,-0.5,0.78,1.52,0.87,-0.2,1.77,2.80
198406,1.0685,3.4059,2.1751,1.5818,1.3089,3.9809,4.6926,1.9106,2.7867,1.127,6.4231,5.0075,0.9716,1.5662,-0.5408,5.9833,4.5538,1.7847,1.947,2.5471,3.4786,5.3655,2.0772,-1.2006,5.3403,6.71,0.77,6.72,0.44,8.07,3.3,4.47,3.83,0.16,2.47,1.49,-1.51,-0.83,5.11,3.89,9.86,-9.74,-4.7,-2.19,0.48,12.26,7.06,1.38,6.49,2.52,6.19,7.69,7.09,2.29,4.77,1.82,0.07,-2.6,3.08,-1.51,0.75,-0.7,0.96,-3.62,0.75,2.18
198407,-7.2186,-5.2091,-4.4126,-1.8642,-2.1583,-5.3409,-5.6252,-1.3925,-3.8679,-3.6762,-3.6659,-3.2754,-2.9323,-3.0234,-0.9954,-3.5474,-5.0595,-2.5122,-4.6038,-0.4935,0.311,-1.437,0.1004,-3.2248,-2.3278,-1.01,-2.87,0.4,-1.79,-1.24,0.05,-5.56,-3.84,-2.3,-8.51,-2.3,-9.2,-5.32,-2.34,4.15,3.41,-15.82,-7.71,-7.15,-0.03,2.87,-6.18,-1.31,1.74,-2.71,-3.86,1.05,-2.12,-0.63,-1.72,-2.74,-2.22,0.49,3.69,-2.17,0.82,2.93,-1.49,-1.65,2.91,3.07
198408,11.5226,11.6443,8.6255,7.2096,8.647,15.7886,10.5507,9.9018,9.4193,10.3092,15.4053,13.1148,10.6663,12.0613,9.4157,12.8265,13.4359,12.4254,11.2484,9.9794,10.7691,10.172,10.5129,11.408,12.5003,7.34,5.86,9.8,11.36,11.42,7.43,9.93,10.26,13.67,8.21,12.8,13.97,12.55,14.97,9.68,14.58,18.31,11,13.77,7.75,7.15,14.65,13.62,11.33,10.88,13.91,9.12,7.32,11.02,11.02,10.28,-0.3,-1.85,-0.89,-0.81,0.83,-5.69,7.28,-1.71,0.03,-2.00
198409,-2.609,-1.5006,0.5982,1.2841,2.4028,-5.4579,0.258,1.9977,1.519,3.2234,-4.0585,1.7992,1.7919,2.2759,3.4279,-1.4722,-1.574,0.6593,1.4496,4.4734,-2.7789,-1.6865,-0.4132,1.9203,3.2439,2.84,1.03,4.02,-3.62,-1.58,-1.62,-1.03,-4.41,-3.05,-3.17,0.42,-3.4,-1.66,-5.96,2.44,-2.69,-1.41,0.49,2.13,4.81,4.04,-2.79,-3.66,-4.18,0.6,-0.21,0.29,-1.49,3.24,-1.51,-0.8,0,5.32,1.4,2.53,0.86,3.67,4.35,1.76,4.45,0.21
198410,-3.8226,-1.3259,-2.0968,-1.5695,-1.2851,-3.0407,-1.7211,-0.2363,0.9084,0.9995,-1.7437,-0.6031,1.5985,-1.8074,1.4921,-0.432,-0.0149,0.6914,0.1998,1.6904,0.8799,2.8554,1.5231,-0.6676,-1.5843,1.72,4.72,3.17,-1.99,-0.51,1.46,-1.44,1.6,-1.3,1.7,0.78,-1.83,-3.05,0.82,2.11,5.88,-7.84,-7.67,-4.47,3.32,-3.52,-2.09,-0.04,2.9,2.49,0.67,-1.23,0.52,1.2,0.55,-0.84,-1.43,0.51,1.17,-1.16,1,3.21,-1.26,-1.77,2.69,2.12
198411,-5.7831,-3.9224,-1.255,-1.5913,-0.9322,-5.8256,-2.1343,-0.3842,0.044,1.2457,-4.1312,0.6378,1.3356,1.2807,1.874,-3.5069,-0.5173,-1.0007,0.5754,2.0313,-2.4611,-0.9705,-1.8128,-0.5886,1.4332,-0.27,-0.11,1.71,-3.1,0.8,-0.8,-0.55,-0.03,-0.6,0.24,0.16,-1.1,-2.11,-4.23,-2.79,-5.55,-0.47,4.81,-1.05,3.03,0.46,-4.5,-3.6,-1.3,-1.79,-1.95,-2.75,-3.93,0.29,-2.62,-1.76,-0.98,4.08,0.81,2.08,0.73,1.7,-0.67,1.03,1.26,1.11
198412,0.5854,0.7409,0.9019,0.4929,0.7588,2.0029,2.2628,1.6715,2.5349,2.5667,4.4605,3.5677,0.8672,1.6515,2.1568,3.3047,1.9266,2.2277,2.9185,3.5314,2.5833,2.3699,2.9074,3.117,1.2162,2.57,1.55,1.66,1.37,4.76,2.83,0.2,2.79,0.6,2.68,1.54,2.33,1.1,4.46,4.5,4.31,-7.54,-5.48,-0.52,2.64,5.33,3.65,2.3,2.62,3.91,3.38,-0.11,2.2,4.47,3.07,1.84,-0.69,-0.17,1.21,-1.26,0.64,1.54,0.74,-3.09,0.26,0.28
198501,16.0884,14.4286,10.6003,10.1315,8.487,16.172,13.0591,8.9758,9.9612,8.7143,13.7649,10.28,9.7521,8.8259,7.9383,12.2224,12.8652,8.4275,8.1526,6.4025,9.537,7.9573,7.6769,6.8028,4.2824,0.79,5.26,2.35,13.85,11.53,7.5,12.54,8.28,7.08,8.49,11.91,10.53,11.62,13.43,8.88,10.11,12.46,7.83,6.5,2.39,5.25,15.7,11.82,6.41,9.81,15.53,12.76,11.21,8.85,11.47,7.99,3.49,-5.43,-0.83,-3.36,0.65,-6.9,2.33,-1.88,2.08,-1.15
198502,3.6669,5.0399,3.4263,2.7473,3.7328,2.7987,3.1484,2.6773,1.9129,0.9396,2.1387,0.9234,1.4533,1.6676,-0.6134,2.7195,-1.0891,2.0029,2.5273,1.1719,0.1852,2.6773,1.6665,2.5326,2.7163,6.07,1.43,9.83,2.91,1.87,0.69,1.77,3.59,2.24,3.29,0,-0.38,0.24,-1.11,-2.35,5.97,-2.67,-0.86,3.85,1.39,3.37,2.89,-1.72,0.46,2.7,0.19,2.31,4.23,2.16,3.33,1.22,1,-0.12,1.26,1.03,0.58,1.82,2.42,-0.05,4.79,1.79
198503,-2.6289,-2.9806,-1.5316,-1.2538,-0.2578,-4.8363,-3.5133,-0.7027,0.36,3.0903,-4.323,-1.2376,-2.0347,1.1107,3.7345,-2.7065,-2.3915,0.1037,0.9582,4.3029,-1.5582,1.0404,-0.5861,1.2452,1.5492,6.96,4.28,3.14,0.84,4.3,-3.02,0.57,3.01,-2.18,-3.72,-4.81,-3.34,-4.46,-5.37,-4.91,-4.11,8.22,-3.23,1.6,6.11,4.45,-3.72,-5.89,-1.41,-3.16,-0.75,-0.68,1.66,0.11,-1.37,-0.84,-1.48,4.1,1.18,2.94,0.62,1.68,-1.29,-0.71,3.32,-0.16
198504,-2.216,-1.7956,0.1944,0.3781,0.275,-3.2422,-1.2878,-0.3489,2.6702,0.7462,-1.2309,-1.2978,-0.3957,2.6119,1.5041,-1.2818,-3.2954,0.5168,0.797,1.0626,-1.6826,-2.4059,-1.3912,1.3393,3.0329,-1.8,1.47,-8.18,-0.79,0.35,-1.06,0.3,-1.73,0.79,-2.82,-2.04,-4.84,-3.28,-2.35,-4.27,-3.33,-2.66,-1.82,3.91,1.62,-0.71,-2.16,-3.48,-0.29,-3.37,-0.5,0.35,0.73,2.55,-1.18,-0.96,-0.1,3.73,1.59,0.71,0.72,3.06,-2.47,0.05,3.32,0.48
198505,2.5198,3.9416,3.7879,2.6925,1.1057,4.0918,4.1323,3.1228,5.5959,2.9322,6.228,5.5094,3.1084,4.7972,4.1974,6.7231,5.7266,5.6414,4.4441,6.4995,5.6998,7.5155,8.8874,5.3875,4.5905,11.54,8.45,0.01,6,7.11,4.66,9.65,9.59,7.79,3.61,6.63,1.62,3.3,7.02,7.48,8.83,-0.36,5.49,0.61,5.51,8.35,4.37,2.97,4.07,11.33,5.19,11.41,6.11,6.26,7.01,5.09,-2.33,-0.86,1.3,-1.39,0.66,4,-0.49,-3.97,1.55,0.46
198506,0.5881,0.538,0.804,1.3814,4.5579,0.7399,2.2989,2.4047,3.1309,3.4848,2.5562,1.852,4.3175,2.6316,3.3625,1.9859,1.7711,2.2635,3.5638,0.8992,0.6719,2.8834,1.4547,0.2995,2.3283,3.23,3.68,2.79,6.92,2.11,2.59,0.99,2.29,1.34,3.57,1.75,-0.67,0.1,1.56,0.71,1.17,-2.07,-4.71,-0.76,3.63,4.5,1.73,-0.85,3.22,3.52,2.8,1.34,0.06,2.96,3.04,1.27,0.44,0.63,1.55,-0.59,0.55,3.63,-0.63,-2.39,2.95,0.65
198507,2.4006,3.2525,2.2769,1.5607,2.3026,3.1927,3.5073,5.0743,-0.1544,0.3738,1.2257,2.6074,1.437,0.9764,1.9565,-0.4795,0.3965,1.1463,-2.1051,0.7065,0.5547,-0.3619,-1.9597,-1.5005,-2.3639,-2.9,1.18,-5.22,-0.53,-3.45,2.54,1.88,-0.4,4.13,3.78,2.96,7.74,4.16,4.18,1.05,3.53,10.13,3.62,-0.37,-4.7,-4.54,2.09,4.61,4.09,3.86,0.36,-5.68,-0.39,-1.34,3.32,-0.74,2.89,-1.63,-0.45,-0.31,0.62,-3.94,3.62,1.66,-0.48,1.02
198508,-1.5995,-1.1817,-0.5983,0.2212,-1.1067,-2.0296,-0.9552,0.7729,0.3242,0.2396,-2.4717,-0.5898,-0.2074,-0.4482,0.2812,-1.7152,-0.3173,1.1073,-0.2656,0.2569,-1.8147,0.0228,-0.5222,0.3951,0.7948,2.68,2.25,-2.26,3.21,-1.71,-2.31,2.57,-0.8,-1.18,0.83,-2.4,-1.87,-2.5,0.53,-1.53,-0.14,-0.88,1.67,1.4,1.92,0.52,-1.57,-2.43,-1.56,-1.44,-0.95,-0.32,-2.39,-0.4,-0.33,-1.02,-0.32,2.28,-0.04,1.88,0.55,1.82,1.82,0.1,0.83,0.09
198509,-8.055,-5.7923,-4.9014,-3.8918,-4.0583,-7.5437,-6.1727,-3.3011,-3.6955,-5.5082,-6.8667,-4.2804,-3.2572,-3.7994,-2.9489,-4.9829,-4.0696,-4.7743,-6.3535,-4.9012,-3.6497,-2.4481,-1.8156,-3.2714,-4.0215,4.52,-0.75,-5.94,-3.25,-5.27,-3.06,-3.05,-3.89,-3.44,-0.78,-4.26,-4.46,-4.54,-3.19,-2.39,-7.99,-10.13,0.32,-1.32,-5.31,-4.2,-6.79,-4.53,-3.5,-6.69,-4.37,-4.23,-3.66,-4.45,-6.4,-4.54,-1.81,1.32,1.16,1.61,0.6,1.48,-1.84,-0.82,0.48,3.11
