date,BAB,CMA,CMAs,CPTLT,FIN,HML,HML_DEV,HMLs,LIQ,LTREV,MGMT,MKTS,MKTSs,MOMS,PEAD,PERF,QMJ,RMW,RMWs,R_IA,R_ROE,SMB,SMBs,STREV
1991-09-30,0.028742637,0.0008,0.004,-0.0021,0.0051647395848126,-0.0108,-0.004103058,0.0016,0.01170763,-0.0073,-0.0064568829575964,-0.0159,0.0283,0.0179,0.0017383186238086,-0.0017948486534442,-0.010053899,-0.0182,-0.0216,-0.0082399999999999,-0.00367,0.0156,-0.0002,-0.0076
1991-10-31,0.021723908,-0.0023,0.0178,-0.0236,-0.012385902369578,-0.0046999999999999,-0.00672113,0.0168,0.02183811,0.0235,0.0049201212779992,0.0129,0.0172,0.0306,0.0142723078590386,-0.0068790304888806,-0.00534525,-0.017,-0.026,0.013506,-0.000233,0.0091,-0.0133,-0.0118
1991-11-30,0.026225095,0.0001,0.0001,-0.1033,0.0013843877360875,-0.0189,-0.01228664,-0.0097,0.04312706,-0.0275,-0.0082216981762599,-0.0419,0.0018,0.0113999999999999,0.0226124056726832,0.0253567172306231,0.033570593,0.0111,0.0016,0.002786,0.033179,-0.0083,0.0124,-0.004
1991-12-31,-0.032853254,-0.0312,-0.0153,0.122,-0.037165610187829,-0.0417,-0.071835977,-0.0268,-0.04932854,-0.009,-0.0212326121807434,0.1084,0.0426,0.0819,0.0272854397351309,0.0601610036486539,0.017179913,0.0355,0.0186,-0.0204139999999999,0.0676119999999999,-0.024,-0.0252,0.0106
1992-01-31,0.05356307,0.032,0.022,0.0225,-0.04789504840881,0.0471,0.044832172,0.003,-0.07748136,0.0944,0.0107470474695027,-0.0059,-0.0566,-0.0249,-0.0203994340872484,-0.0207778227675477,-0.0447988,-0.0132,0.0039,0.015127,-0.041068,0.0917999999999999,0.0591,0.0521999999999999
1992-02-29,0.038693001,0.0219,0.0196,0.0457,0.0060330282369317,0.0647,0.032843368,0.0339,-0.04885885,0.0527,0.0193224893394779,0.0109,-0.0207,-0.0053,0.0195050973294523,-0.0136119832679868,-0.011113809,0.0008,0.0066,0.022591,0.007471,0.0133,0.0235,-0.0289999999999999
1992-03-31,0.02411819,0.0195,0.0149,-0.0275,0.0640576220241855,0.0356,0.029767867,0.0284,-0.00085337,0.0141999999999999,0.0305848725598183,-0.0266,0.0059,-0.0029,0.0051788995836168,-0.0053835645195958,0.010936192,-0.0001,-0.0034,0.0199629999999999,0.0101299999999999,-0.0093,0.012,-0.0109
1992-04-30,-0.00328419,0.0223,0.0028,0.0286,0.0854228375195438,0.0434,0.053896633,0.0209,-0.00461487,0.0078,0.0508757794737065,0.0107,0.0577,-0.0258,-0.002785536001643,-0.0327002431732306,0.010909215,0.0169,0.0286,0.017888,-0.017091,-0.057,-0.0475,-0.0338
1992-05-31,0.011288327,0.0048,0.0057,0.0247,0.0009935966458291,0.0118999999999999,0.016685763,0.0171,-0.00157019,-0.005,0.008408678884348,0.003,0.0256,0.0021,0.0142779947640921,-0.0182454050155855,0.003356245,-0.0095,-0.0061,0.002978,-0.002058,0.0021,-0.0122,-0.0016
1992-06-30,0.016202465,0.0101,0.0082,0.0085,0.0430366909972161,0.0324,0.03011076,0.0313,0.01939018,0.0121,0.0156792072523168,-0.0233999999999999,0.0135,-0.0058,0.0110043595048361,-0.0222140420670273,0.011497914,-0.0005,-0.0131,0.006456,0.0102919999999999,-0.0273,-0.0178,0.0091
1992-07-31,0.013413004,-0.0091,0.0021,-0.0002,0.0032668560979343,-0.0056,-0.006585799,0.0052,0.02428208,-0.0136,0.0105753603486641,0.0377,0.0529,0.0156,0.0074163928202761,0.0142490028635315,0.011106759,0.013,0.0025,0.004045,0.025413,-0.0062,-0.0094,0.0212
1992-08-31,0.010356593,-0.0165,-0.0125,-0.059,0.0324483519549619,-0.011,-0.009075567,-0.0116,0.04932559,-0.0411,0.0101270770495969,-0.0237999999999999,0.0225,-0.0051,0.0224968260732713,0.0179404479277917,0.032795967,0.0372,0.0292,-0.007904,0.015188,-0.0042,0.0096,-0.0156
1992-09-30,0.017396869,-0.0059,-0.003,0.0245,0.0028415507786828,-0.0026,-0.012060339,0.0027,-0.02176638,0.0009,-0.004333816249966,0.0118999999999999,0.0029,0.0149,0.024696217228377,0.0181762957527415,0.007870094,0.0163999999999999,0.0107,-0.0039889999999999,0.023975,0.0048,-0.0002,-0.0112
1992-10-31,-0.004388514,-0.0079,0.0117,0.0047,-0.0230732427465828,-0.0197999999999999,-0.034869418,0.0046,-0.01951491,-0.009,-0.0264107896674211,0.0102,-0.0261,0.0248,0.0254940425583788,0.0207157249945151,0.015086564,0.0124,-0.0013,-0.00374,0.021272,0.0207,0.0006,-0.002
