date,MKTB,DRF,MKTBD,CRF,VAL,CRY,MOMB,LTREVB,DUR,HMLB,STREVB,SZE,DEF,TERM,PEADB,MOMBS,BAB,CMA,CMAs,CPTLT,FIN,HML,HML_DEV,HMLs,LIQ,LTREV,MGMT,MKTS,MKTSs,MOMS,PEAD,PERF,QMJ,RMW,RMWs,R_IA,R_ROE,SMB,SMBs,STREV
30/06/1995,0.004375509,0.005903518,-4.26E-05,0.000463228,-0.001178935,0.002775801,0.004583274,0.000125082,0.005302014,-0.000129191,-0.005650392,-0.000407097,-0.006,0.0085,0.000526601,0.002085093,0.018427334,-0.0244,-0.0057,0.0127,-0.034890294,-0.0254,-0.036148285,-0.0187,-0.00567392,-0.0176,-0.038305529,0.0272,-0.0029,0.0293,0.004005569,0.026883679,-0.003387499,-0.0033,0.0071,-0.017465,0.021275,0.0306,0.0075,0.0123
31/07/1995,-0.00635443,-0.011363114,0.003758616,0.010910691,0.006105795,-0.000108174,-0.01332919,-0.002357205,-0.012427311,0.003140023,0.010344532,0.000346109,0.0067,-0.0215,0.003032003,0.001633577,0.015922202,-0.0165,-0.0012,0.0588,-0.046656933,-0.0162,-0.027299268,-0.0043,0.03964738,-0.0086,-0.036983632,0.0372,0.0144,0.0256,0.017307031,0.020303992,-0.005369201,0.003,0.0134,-0.025443,0.009451,0.0209,-0.0035,-0.0212
31/08/1995,0.009664006,0.014975886,0.001391485,-0.003263764,-0.006739104,0.005235932,0.013012311,-0.001029905,0.013649298,0.002227226,0.013362661,-0.000370865,-0.0022,0.0191,0.000549257,-0.000850938,0.034415964,0.0162,0.0136,0.0434,-0.007900864,0.0279,0.014620898,0.0183,-0.02143166,-0.0113,0.011194891,0.0055,0.0117,0.0016,0.015812973,-0.036383657,-0.021435319,-0.0124,-0.0142,0.021996,0.001383,0.0175,0.0109,0.0128
30/09/1995,0.007368855,0.009794289,0.001287488,0.002232814,-0.002269311,0.005953064,0.009141488,-0.003487582,0.008348166,0.00144804,-0.008420364,-0.002737476,-0.0022,0.0128,0.000574278,0.000198841,0.031954751,0.0036,0.0035,0.0657,0.006773815,-0.0004,-0.011190568,0.0014,-0.07656433,-0.0097,0.013652117,0.0335,0.0496,0.029,0.031228616,0.009405488,0.009341892,0.0103,0.0035,0.019328,0.013917,-0.0188,-0.0191,-0.0089
31/10/1995,0.007021633,0.005039364,-0.004238728,-0.008234193,-0.003809066,0.001178135,0.007141401,-0.0029225,0.006282854,-0.002793803,-0.007968116,-0.002153307,-0.0109,0.0251,0.004749237,0.006359473,-0.003878626,-0.0005,-0.005,-0.0467,0.044687868,-0.005,-0.007003892,-0.0123,0.03771907,0.0061,0.025081784,-0.0152,0.0215,0.0416,0.017957403,0.018823336,0.043272383,0.0191,0.0061,0.007822,0.027798,-0.0404,-0.0107,-0.0102
30/11/1995,0.013292617,0.013779167,-0.000435876,-0.002280551,-0.004610386,0.001820116,0.013388633,-0.000165546,0.01215528,-0.00337396,-0.010491777,-0.003307972,-0.0007,0.0202,0.003231363,0.000618727,-0.010453661,0.0112,0.0114,0.06,0.011006374,0.0051,-0.003613068,0.0048,0.00909125,0.0075,0.01329974,0.0396,0.0271,-0.0068,-0.009351971,-0.013124597,-0.002949544,-0.0062,-0.0025,0.011261,-0.002398,-0.0107,-0.0133,0.006
31/12/1995,0.010818935,0.014734702,0.000447157,0.000639041,-0.005989015,0.005803561,0.010722682,-0.002762834,0.012528062,-0.002014346,-0.01270559,-0.003628992,-0.0044,0.023,0.000936678,-0.00014745,0.022506478,0.031,0.0202,-0.0185,0.038507244,0.0022,0.005204977,0.0207,-0.01612119,0.0399,0.02251409,0.0103,0.0301,0.0252,0.003003047,-0.022421891,-0.009427878,-0.0137,-0.0081,0.031163,0.002794,0.0072,0.0074,-0.0098
31/01/1996,0.00337182,-0.007115835,0.001498827,0.006339917,0.006389002,-0.002200118,-0.005333108,-0.001792664,-0.009949089,0.003773725,0.006790672,0.000825902,0.0025,-0.006,-0.001126958,0.002566715,0.04396331,0.0231,0.0177,0.0665,-0.005252528,0.0038,0.005958833,0.0058,0.02844004,0.0127,0.018132116,0.0226,0.0242,0.0054,-0.005011429,-0.012860873,-0.017581199,0.0018,-0.0045,0.02451,-0.015087,-0.0256,-0.0379,0.01
29/02/1996,-0.024210548,-0.032882214,0.003446416,0.010954346,0.018269437,-0.007332547,-0.031618639,0.005245933,-0.030447267,0.005954502,-0.025904729,0.004881206,0.011,-0.0526,-0.000218796,-1.98E-05,0.00815671,-0.019,-0.0036,0.026,0.000802725,-0.0108,-0.024523483,-0.0081,0.00972366,-0.0129,-0.017078022,0.0133,0.0017,0.0059,-0.002191512,0.018265846,0.008917694,0.0024,0.0079,-0.009876,0.031394,0.0177,0.0025,0.0217
31/03/1996,-0.011118193,-0.010440361,0.004282127,0.004070675,0.008730398,0.000385302,-0.010235139,0.002515478,-0.007411949,0.000408581,-0.011316718,0.003334105,0.008,-0.0249,4.25E-05,-0.001227177,0.025933124,-0.0095,-0.0162,0.0294,0.014237899,0.0035,0.018261643,-0.0034,-0.0115087,-0.0025,0.005165004,0.0073,-0.0057,-0.0184,0.000722024,0.000330868,-0.007349348,0.0142,0.0197,-0.006897,0.002756,0.0161,0.0089,-0.0011
30/04/1996,-0.011827746,-0.013822574,0.001719487,0.003871683,0.007598462,-0.00107726,0.003015692,0.001050931,-0.013443161,-0.001799658,-0.008682921,0.000568181,0.0005,-0.0204,-0.00064559,-0.001013092,0.000771049,-0.0211,-0.0055,-0.0174,-0.052513824,-0.0402,-0.030619291,-0.021,-0.03253059,-0.0072,-0.045240259,0.0206,-0.01,-0.0088,0.011612556,0.035042682,0.006555322,-0.0014,0.0093,-0.018073,0.028673,0.0471,0.0216,0.0069
31/05/1996,-0.005149661,-0.003728823,0.002128337,0.003739158,0.005083742,0.002462352,0.003553397,0.001883155,-0.003758349,-0.000691793,-0.006035383,0.001085985,0.0059,-0.01,0.00203795,-0.001656023,0.037227724,-0.003,0.0081,0.0211,0.005676745,-0.0083,-0.024047943,0.0002,-0.01003411,0.0124,-0.011897815,0.0236,0.0098,0.0154,0.005925384,0.012257114,0.00598249,0.0012,-0.0026,0.010265,0.01864,0.0321,0.0126,-0.0107
30/06/1996,0.009659848,0.010861794,0.000451064,-0.003591061,-0.004173039,0.003483906,-0.009999736,-0.002628469,0.008849766,0.001929787,0.00423043,0.000181985,-0.0031,0.0161,0.000955319,-8.24E-05,0.034143393,0.0122,-0.0154,-0.0004,0.044066322,0.0235,0.026763484,-0.0131,-0.04781987,-0.0015,0.055054661,-0.0114,0.0338,0.0098,-0.003248403,-0.022147565,0.017185392,0.0351,0.015,0.017381,0.00866,-0.0365,-0.0093,-0.0018
31/07/1996,-0.00222366,-0.00328363,0.000147396,0.002086254,0.002424867,0.00080214,0.003340053,0.001905496,-0.002939709,0.000192505,0.003071105,0.000562274,-0.0008,-0.0022,0.000127677,0.000469646,-0.001466418,0.026,-0.0025,-0.0066,0.079833822,0.0514,0.040362942,0.013,-0.03935225,-0.0001,0.047369719,-0.0597,-0.0256,-0.0016,0.00817102,-0.019036735,0.021348391,0.0295,0.0204,0.020165,0.02415,-0.0381,-0.0054,-0.0244
31/08/1996,-0.005526892,-0.012044123,0.002756769,0.006978723,0.005836676,-0.001682759,0.009362388,0.001893514,-0.010447455,-0.002090249,-0.008155083,-0.000770804,0.0069,-0.0184,0.00065738,0.001270253,0.010902467,-0.0242,-0.0127,0.0313,-0.044384705,-0.0074,-0.012026013,0.0002,0.00714965,-0.0159,-0.026986832,0.0277,0.0274,0.0001,0.000534949,0.001542056,-0.003216254,-0.0037,0.0001,-0.018529,0.001305,0.0257,0.005,0.0255
30/09/1996,0.017120116,0.01786386,0.002712866,0.003000163,-0.004029688,0.010278655,-0.00837902,-0.001203295,0.014732201,0.006555254,0.017718516,-0.001099086,-0.0031,0.0249,0.000567785,-0.000545305,0.013128418,-0.0222,-0.0164,0.062,-0.020908368,-0.0272,-0.042742523,-0.0286,-0.03213671,-0.0213,-0.02037912,0.0501,0.0346,0.027,0.016006811,0.029219953,0.020052513,0.0127,0.0172,-0.017381,0.022071,-0.0139,-0.0062,0.0054
31/10/1996,0.01994533,0.021995088,-0.00047844,-0.010064557,-0.011874349,0.004732974,-0.014478457,-0.003818115,0.01908725,0.004150147,-0.02237448,0.000827285,-0.0043,0.036,0.001042052,0.000749198,0.032702851,0.0325,0.0014,0.0771,0.053278788,0.0494,0.031228357,0.0258,-0.02175363,0.0009,0.052085675,0.0086,0.0056,0.0379,0.017700623,-0.015280461,0.010106602,0.014,0.0028,0.036633,0.018831,-0.0377,0.0112,-0.0112
30/11/1996,0.01654356,0.018342428,0.000303007,0.001985624,-0.005223891,0.008300127,0.007370473,-0.005544212,0.016461179,0.003722399,-0.017318811,-0.002636869,-0.0088,0.0309,-0.000754404,0.000162733,0.00902471,-0.0079,0.0006,0.1007,0.010734904,0.0139,0.009177429,0.0142,0.02343186,-0.0246,0.008711304,0.0625,0.0416,-0.0237,-0.009145835,-0.002002581,0.016126847,0.0212,0.0053,-0.013109,0.008165,-0.038,-0.0105,0.0021
31/12/1996,-0.01496215,-0.017814321,0.003920397,0.013600261,0.001355725,-0.001462251,-0.016937444,0.009731564,-0.016329052,0.001822763,0.018558222,0.002321658,0.007,-0.0297,0.001001751,-0.000381718,0.024537358,0.0149,0.0123,-0.0263,0.014599291,0.0131,0.012557412,0.022,-0.02166792,-0.0057,0.011351081,-0.017,0.0034,0.0063,0.015233623,-0.010423779,-0.003822994,0.0037,0.003,0.012254,0.009371,0.0325,0.0238,0.0064
31/01/1997,-0.002418397,-0.007447677,0.002922891,0.004232988,0.003785676,-0.003358789,-0.005443543,0.001551012,-0.006707376,-0.000780039,-0.007138478,0.000339719,0.0051,-0.0125,-0.001377779,0.001845913,0.039462649,-0.0002,0.0044,0.0876,-0.01768321,-0.0142,-0.025350856,-0.0163,-0.02445167,-0.0155,-0.011046543,0.0499,0.0312,0.0196,0.011800206,-0.002475382,0.010379756,0.0119,0.0079,-0.006466,0.018159,-0.0182,-0.0103,0.0262
28/02/1997,0.000122146,-0.000332912,0.005192523,0.009695529,0.003095295,0.005243717,0.000498705,-0.000983338,-0.000920865,0.001339105,0.001404059,0.000368519,0.0023,-0.004,0.00096547,-0.001504784,0.058682718,0.0347,0.0083,0.0413,0.067223978,0.0567,0.041481085,0.0224,-0.01995632,0.0089,0.059068174,-0.0049,0.0181,-0.0213,-0.008981989,-0.04679919,0.005353233,0.0067,0.0018,0.029153,-0.015374,-0.0259,-0.0112,0.0125
31/03/1997,-0.016537856,-0.016948227,0.003476828,0.004815187,0.00676464,-0.006613303,-0.01438493,0.003515071,-0.01717344,0.000100211,0.004938987,0.003410689,0.0031,-0.0291,0.002883998,0.003259659,0.029809458,0.0166,0.0056,-0.0819,0.055339189,0.0339,0.032848752,0.024,0.01638578,0.0209,0.037031973,-0.0503,-0.0191,0.009,0.004944642,0.018636171,0.009495837,0.005,0.0009,0.017515,0.017708,-0.0043,0.0054,0.0088
30/04/1997,0.010875105,0.010995224,-0.001434185,-0.003830719,-0.002593766,0.003753891,0.004428171,-0.001044602,0.009327241,0.004266018,0.010974495,0.000182707,-0.0071,0.0212,-0.001205124,-0.001380082,-0.014610631,-0.0072,-0.0116,0.0728,0.043222867,0.0007,-0.021285297,-0.0101,0.0451491,-0.0386,0.026433553,0.0404,0.0242,0.0484,0.022384879,0.022296569,0.036075879,0.0326,0.0193,-0.018801,0.038599,-0.057,-0.0244,0.0243
31/05/1997,0.006033827,0.002211368,0.000900397,0.007931474,0.001997549,0.006322556,-0.001143998,0.000222594,0.001194104,0.001680632,0.000315205,0.00042423,0.0031,0.0054,0.001005512,0.000157058,-0.017380825,-0.0296,-0.0064,0.0319,-0.072319738,-0.0413,-0.027320738,-0.0099,0.01443537,-0.0215,-0.047480443,0.0674,0.0375,-0.0517,-0.009700011,0.013621867,-0.00032934,-0.0102,-0.0026,-0.032305,-0.002201,0.0475,0.0245,0.0287
30/06/1997,0.011716636,0.013943193,0.001249951,7.87E-06,-0.001863339,0.00820388,-0.010116579,7.60E-05,0.012079302,0.004876587,-0.006077746,-0.000390824,-0.0008,0.0146,0.001529102,-0.001690869,0.05752356,0.0066,-0.003,0.0604,0.015419737,0.0158,-0.00766091,-0.0036,5.618e-05,0.0018,0.004257576,0.041,0.0287,0.026,0.030394776,-0.001936118,0.010222454,0.0056,0.0043,0.002313,0.021092,0.0119,0.0262,0.0073
31/07/1997,0.030560563,0.041259345,-0.002685098,-0.007575576,-0.013417306,0.017542947,-0.02466134,-0.00183201,0.036828559,0.004184465,-0.042782685,-0.003972536,-0.0098,0.0589,0.003039838,-0.001267239,0.009191464,-0.0258,-0.0028,0.1253,-0.01821836,0.0026,-0.008005798,0.0063,-0.00058943,-0.0116,-0.007853266,0.0733,0.0406,0.0377,-0.013223994,0.014889539,0.002582837,0.0007,-0.0006,-0.030399,0.012853,-0.0276,-0.0152,0.0387
31/08/1997,-0.016768251,-0.023847662,0.004121006,0.006012518,0.006349365,-0.008578656,-0.007792058,-0.000356323,-0.022855736,0.005351448,0.031528514,0.004326682,0.0077,-0.036,0.000503466,3.32E-05,0.021585324,-0.0004,0.0147,-0.0739,-0.023834939,0.0118,0.009455662,0.0149,0.00094422,0.0318,-0.014477991,-0.0415,-0.0142,-0.0256,0.00406603,-0.004590748,-0.010040041,-0.0111,0.0035,-0.007059,-0.014198,0.0761,0.0323,-0.0016
30/09/1997,0.013634435,0.017437444,-0.002183807,0.00107367,-0.000947385,0.008546597,0.014256452,0.006238806,0.014122628,0.00317643,0.018369067,-0.000607548,-0.009,0.0275,0.001622941,0.000533376,0.082367156,-0.0091,-0.0059,0.089,-0.032681003,0.0037,-0.01012962,-0.0017,-0.01076099,-0.0041,-0.013021322,0.0535,0.0507,0.0147,-0.002360392,-0.022439803,-0.018464352,-0.0163,-0.0133,-0.001259,-0.010418,0.0249,0.03,0.017
31/10/1997,0.009827662,0.009980698,-0.0074999,-0.001800436,-0.002970473,0.003721153,0.00937445,0.001110671,0.012971322,-0.001076075,-0.013365176,0.0030779,-0.015,0.0297,0.000539774,1.98E-05,0.046255774,0.0194,-0.0138,-0.031,0.014322438,0.0227,0.017076098,-0.0029,0.02466401,0.0043,0.014555643,-0.038,-0.0151,-0.0057,-0.034907214,-0.017207409,0.00766248,0.01,-0.0076,0.026609,-0.010477,-0.0052,0.017,-0.0096
30/11/1997,0.000418968,0.008391995,-0.000254768,0.002699448,0.004159471,0.009168988,0.00592199,0.000213041,0.00437366,1.32E-05,0.004158951,-0.003203232,-0.0047,0.0106,0.000955691,0.001716019,0.01654944,0.0184,-0.0002,0.0133,0.056876721,0.012,-0.001468707,0.0009,0.03359202,0.0108,0.045604802,0.0298,0.0253,0.0033,0.005268145,-0.001960396,0.030871088,0.0281,0.0293,0.028803,0.014029,-0.0511,-0.0095,-0.0201
31/12/1997,0.007450998,0.007670166,-0.002552705,-0.001037353,-0.001844575,0.00319335,0.006732322,-0.002143216,0.008330809,-0.003082767,-0.00180046,-0.003042742,-0.0021,0.0145,0.000274875,0.000278386,0.066989946,0.0192,-0.0027,0.0429,0.023247733,0.0384,0.01882776,0.0056,0.04001086,0.001,0.018461692,0.0132,0.0402,0.0398,0.023215365,-0.033134568,-0.001510046,0.0074,0.0053,0.022364,0.015724,-0.0203,0.0046,-0.0291
31/01/1998,0.009195977,0.001382359,-0.004115365,-0.000827528,0.00055265,0.000216218,0.000230329,0.00019888,0.000252781,0.001038068,0.000351504,0.00021104,-0.0063,0.0152,0.000672253,0.000511064,-0.01359182,-0.0073,0.0033,-0.0356,-0.010011511,-0.0163,-0.005953107,-0.0164,0.02357964,-0.0091,0.014925247,0.0015,-0.0199,0.0014,0.001510103,0.019549034,0.014294772,0.0087,0.0171,-0.012061,0.021884,-0.0136,-0.0115,0.0502
28/02/1998,-0.004345718,-0.00320114,0.005261212,0.003471131,0.00164569,0.00261917,0.000701506,-0.001534553,-0.002533647,-0.001156059,0.008462368,-0.000894082,0.0065,-0.0115,-0.001507609,0.002006816,0.0008864,-0.0254,0.0016,0.1043,-0.028013779,-0.0085,-0.009072952,0.0151,0.07538767,-0.0129,-0.014063216,0.0704,0.0487,-0.0112,0.019092438,0.009132635,-0.001907602,-0.0031,0.0006,-0.02453,0.011388,0.002,-0.0169,0.0192
31/03/1998,0.001648378,0.001421178,0.002428974,0.002052274,0.002959002,0.003408903,-0.000635803,0.001614362,-0.000327641,0.001920404,0.00147477,5.01E-05,0.0013,-0.0014,0.000220513,-0.000539424,0.037220512,-0.0037,-0.0152,0.058,-0.010337756,0.0139,0.004927951,-0.012,-0.03254065,0.0222,0.001648242,0.0476,0.044,0.0215,0.009587731,-0.008398846,-0.006379809,-0.0026,-0.0055,0.004996,-0.001759,-0.0065,-0.001,0.0184
30/04/1998,0.00037565,0.000633997,0.00100536,0.000534158,0.000824298,0.000705448,-0.000661335,0.000688041,0.00055872,0.001703674,0.001916244,0.00014936,0.0027,-0.0013,0.000344186,0.000250033,0.031567699,-0.0036,0.008,0.0309,0.008681359,0.0094,0.002336696,0.0111,0.00497198,-0.0087,0.003410616,0.0073,0.0027,0.0074,0.018846638,0.001059927,-0.003774153,-0.0169,-0.0191,0.001837,-0.001992,0,0.0016,0.017
31/05/1998,0.007810639,0.012330982,9.46E-05,-0.000857839,-0.000399996,0.005789405,0.005251028,-0.002490822,0.010308177,-0.002033736,0.002872482,-0.000760242,-0.0015,0.0139,0.000294524,-0.002125048,0.017630164,0.0261,0.0047,-0.0202,0.047050588,0.0344,0.026692788,0.0259,-0.00767628,0.0142,0.03440273,-0.0307,-0.017,0.0182,-0.003663624,0.002536431,0.013367509,0.011,0.0118,0.022555,0.017795,-0.0295,-0.0242,0.0074
30/06/1998,0.003831555,0.005991437,-0.006502483,-0.002062078,-0.000501959,0.003032767,0.001927092,-0.003117333,0.00575124,-0.002523845,-0.004998307,-0.000868002,-0.0113,0.0188,0.000765155,0.000807924,-0.011922976,-0.0297,-0.0136,0.0261,-0.010910948,-0.0196,-0.04739358,-0.0218,0.0219474,-0.0076,-0.008877923,0.0318,0.0069,0.0728,0.011547921,0.030768215,0.015189949,-0.0026,0.0004,-0.015148,0.03159,-0.0366,-0.0107,-0.0144
31/07/1998,-0.00414955,-0.014268199,-0.000892689,0.003685755,0.001502949,-0.004655879,-0.00652698,0.003778493,-0.010958551,0.004684808,0.009560956,0.000887501,-0.0016,-0.0081,0.001644375,0.004333673,-0.002884397,0.0045,0.0053,0.0204,0.060343338,-0.0178,-0.022290114,-0.0197,0.00792674,0.0027,0.022302383,-0.0246,-0.0064,0.0369,0.030694911,0.003801695,0.016147713,0.0174,0.0111,0.018843,0.009703,-0.0527,-0.0198,-0.0202
31/08/1998,-0.008379266,-0.014225311,-0.040394238,-0.028270482,-0.009011738,-0.025441428,-0.010019724,0.006211605,-0.008090202,-0.002235179,-0.01372004,0.003595226,-0.0376,0.0425,0.001716812,0.003562203,-0.008618316,0.0591,0.0213,-0.2849,0.097856734,0.0353,0.043799561,0.0074,-0.03482823,0.0463,0.078479007,-0.1608,-0.038,0.0184,0.017257643,0.053588501,0.073286189,0.0337,0.02,0.054602,0.030578,-0.0517,-0.0296,-0.0266
30/09/1998,0.023118285,0.023287941,-0.00746777,-0.021381372,-0.009731421,-0.003239564,0.009268669,-0.010248969,0.028586775,-0.004719591,0.021724236,-0.01256169,0.0018,0.0352,0.011600304,0.007706553,-0.037162411,-0.0299,-0.0129,-0.1092,-0.056348418,-0.0342,-0.012912329,-0.0042,0.05509535,0.0033,-0.009446844,0.0615,0.0635,-0.0081,0.046357172,-0.00487032,-0.002356823,-0.0188,-0.0308,-0.030814,-0.018263,-0.0078,-0.0281,0.0275
31/10/1998,-0.01698457,-0.020695895,-0.006332293,-0.007878573,-0.002979212,-0.013571827,0.006872138,0.009099187,-0.019524638,0.000502194,0.012069768,-0.00033221,0.0028,-0.0264,0.002601301,0.008006217,-0.087135256,0.0031,0.0072,0.1489,0.003816786,-0.0223,-0.009149015,-0.0154,0.00950975,-0.0425,0.004897401,0.0713,0.0009,-0.0537,-0.042140329,0.005046171,0.000177714,0.0093,0.016,-0.009607,0.006384,-0.0343,-0.0282,0.0985
30/11/1998,0.017409073,0.032229779,0.02082652,0.013816638,0.012040452,0.036386222,-0.013407652,-0.012602603,0.022983026,0.01781238,0.038988019,-0.007220093,0.0173,0.0065,0.000367161,-0.00821682,-0.036223653,-0.0118,0.0212,0.1066999999999999,-0.014460512,-0.0325,-0.034397295,-0.0145,0.00163953,-0.0044,-0.007195863,0.061,-0.0012,0.012,0.032186199,0.004342667,0.005148887,-0.0086,0.0044,-0.000256,0.0137,0.0075,0.0245,0.0132
31/12/1998,0.001163584,0.002837564,0.002168644,-0.002101181,-0.001249348,0.00180267,0.000683797,-0.002472561,0.003598944,-0.001258303,0.010575688,0.000963516,0.0042,-0.0063,-0.003247703,0.006875846,-0.028769795,-0.0339,-0.012,-0.0032,-0.038926767,-0.0419,-0.070757953,-0.0347,0.04828456,-0.0097,-0.045689786,0.0616,0.0377,0.0892,0.065773798,0.055089006,0.00788018,-0.0076,0.0028,-0.029332,0.029291,-0.0156,-0.0154,-0.0163
31/01/1999,0.006770292,0.007997988,0.00511366,0.002513763,-0.000301343,0.004856116,-0.001620216,-0.004019189,0.005953578,0.000178074,0.006405829,-0.002556432,0.0002,0.0083,0.001604404,0.003293639,-0.037628501,-0.068,-0.0217,0.0457,-0.042832401,-0.046,-0.036468842,-0.0166,0.05100621,0.0104,-0.031171068,0.035,-0.0359,0.0303,0.030149496,-0.007670962,-0.026923809,-0.0277,-0.004,-0.044699,-0.032508,-0.0075,-0.0091,-0.0232
28/02/1999,-0.026995382,-0.034772548,0.013569493,0.016464848,0.004574569,-0.007560353,-0.020501658,0.014810972,-0.034284327,0.013588679,0.019957638,0.008708727,0.0119,-0.0555,0.00550236,-0.002792656,0.009413945,0.041,0.016,0.0237,0.040404798,0.0192,0.006644593,-0.0058,0.02094412,0.0038,0.036662048,-0.0408,-0.0225,-0.001,-0.019533838,-0.001044655,-0.006762477,-0.0123,-0.004,0.048135,0.00016,-0.0522,-0.036,0.0246
31/03/1999,0.003640531,-0.002027463,0.002792676,-0.000259006,0.000819048,-0.000965751,-0.007037084,-0.000819547,-0.00258878,0.002592117,-0.004471735,0.002057021,0.001,-0.0043,0.000208441,-0.003110852,-0.073235795,-0.0142,0.0216,0.0608,-0.023216282,-0.0274,0.000908412,0.0039,-0.00301624,-0.0121,-0.01713506,0.0345,-0.0171,-0.0127,0.026396726,-0.024475546,-0.023978988,-0.0407,-0.0496,0.003158,-0.006922,-0.0423,-0.0392,0.0021
30/04/1999,0.00061181,-0.001152513,0.002864086,0.007821141,0.00416997,0.004997027,0.001020753,0.000198426,-0.003149764,0.00385241,-0.000665411,0.001413293,-0.0045,-0.0022,-3.88E-05,0.000370639,-0.002181314,0.0089,0.0212,0.0419,0.06719641,0.0246,0.08347643,-0.0006,0.08776775,0.0546,0.001675999,0.0433,0.0317,-0.0904,-0.032685201,-0.055898153,-0.040355593,-0.0253,-0.0106,0.026555,-0.05152,0.0452,-0.0121,0.0237
31/05/1999,-0.016326728,-0.016612774,0.001294377,0.007320837,0.008551096,-0.001410964,0.001710596,0.00933016,-0.017200308,0.001819884,-0.003772462,0.008742233,0.0009,-0.0222,0.000144354,-0.001345088,0.040165787,0.0334,0.0233,-0.0672,0.018523925,0.0235,0.034853695,0.0425,-0.00719324,0.0341,0.026826213,-0.0246,-0.0153,-0.0519,0.02104389,0.01476289,0.017767779,0.0093,0.0138,0.004504,0.006804,0.0371,0.0323,0.0121
30/06/1999,-0.008920486,-0.014382708,-0.001604664,0.001122765,0.004621316,-0.005546038,0.006636963,0.005578879,-0.016262269,-0.001668199,-0.009219307,0.002256261,-0.0082,-0.0112,0.002304021,-0.000235237,-0.007345121,-0.0321,-0.0053,0.0498,-0.023547177,-0.0319,-0.047662467,-0.0126,0.04276485,0.0059,-0.018965235,0.0477,-0.0098,0.0506,0.012588321,0.025890712,0.012999116,0.0113,0.0069,-0.021112,0.02391,0.0229,0.0245,0.017
31/07/1999,-0.008693002,-0.011270421,-0.000934741,0.006219756,0.00129961,-0.004965473,0.008972361,0.003948265,-0.010898303,-0.003892812,-0.01026253,0.00267045,-0.0036,-0.0117,0.002424819,0.002748435,0.000282247,0.0322,0.0296,-0.0716,0.039005824,-0.0044,-0.005669477,0.0073,-0.01607323,0.0187,0.022984202,-0.0349,-0.0337,0.0166,0.011751381,0.011490908,0.022575382,0.0036,0.0126,0.034338,0.010281,0.0257,0.0283,0.0154
31/08/1999,-0.008883127,-0.009797317,-0.004266949,-0.005230061,-0.00181984,-0.005261658,0.011820943,-0.004099276,-0.007905258,-0.005836618,-0.008023186,-0.000308112,0.0027,-0.0091,0.00133068,0.008215379,-0.026767357,0.0064,0.0132,-0.0246,0.030806618,-0.0187,-0.016031643,0.0111,-0.00433054,-0.0182,0.010745199,-0.0138,-0.0278,0.0312,0.007526801,0.013594386,0.02846531,-0.0024,0.0044,-0.011989,-0.000297,-0.0173,-0.0109,-0.0339
30/09/1999,0.004461473,-0.001496397,-0.000484517,-0.012890799,-0.00758958,-0.008646345,-0.001660148,-0.005615123,0.004579539,-0.003259634,0.001089622,-0.004371171,0.0009,0.0045,-0.001227399,0.008083557,-0.049830652,-0.0123,-0.0006,-0.0563,-0.040548147,-0.0349,-0.052957065,-0.0097,-0.03079953,0.0039,-0.022557176,-0.0279,-0.0495,0.0647,-0.006268199,0.011931058,0.010529877,-0.0075,0.0093,-0.013826,-0.001695,0.0259,0.025,-0.0061
31/10/1999,-0.002766174,-0.00404134,0.003822289,-0.012248513,-0.008113976,-0.005490079,0.002769054,0.000751239,0.004003466,-0.006467714,-0.004439581,-0.00657419,0.0059,-0.0051,-4.50E-05,0.008955108,-0.024340475,-0.0119,0.0145,0.1077,-0.050610432,-0.0337,-0.046450925,0.0209,0.09098709,-0.0286,-0.012368383,0.0612,-0.0386,0.055,0.048068402,-0.010609238,-0.006013271,-0.0174,-0.0237,0.003316,0.020317,-0.0691,0.0031,-0.0149
30/11/1999,-0.001104486,-0.000917234,0.005653623,0.008359764,-0.000159498,0.002168389,0.000648148,0.002179696,-0.002449063,7.63E-05,-0.001269205,-0.00086305,0.0037,-0.01,0.00259983,-0.002188203,-0.119792933,-0.0174,0.0044,-0.019,-0.114716444,-0.0612,-0.092387573,-0.018,-0.01678071,0.0484,-0.056954396,0.0337,-0.0228,0.0564,0.016738428,0.011556546,-0.003219065,-0.0428,-0.0049,-0.03931,-0.030073,0.058,-0.0195,0.0043
31/12/1999,-0.006363067,-0.006698244,0.006744226,0.011656073,0.000502146,-0.000115709,0.004527556,0.006825671,-0.006436633,-0.002015692,0.000491626,0.000576848,0.0053,-0.0191,0.000143462,-0.001591047,-0.113037229,-0.0563,0.01,0.0004,-0.100262651,-0.0833,-0.092802952,-0.0093,0.04495639,0.055,-0.072307622,0.0772,-0.0657,0.1322,0.052634527,0.02053024,-0.01358267,-0.076,-0.0355,-0.054904,-0.054444,0.0539,-0.0036,-0.1401
31/01/2000,-0.007802692,0.002482439,-0.002317769,0.000108228,-0.000105628,0.001423186,-0.001262582,-4.95E-06,-0.001192934,-0.000682811,0.000484146,0.002157981,-0.0249,0.0184,0.000200636,0.000784038,-0.002048298,0.0472,0.0317,-0.0615,0.010683195,-0.0188,-0.008939235,0.0016,0.01096611,0.0167,-0.016216039,-0.0474,-0.0559,0.0192,0.006622152,-0.041392043,-0.027290507,-0.0629,-0.0219,0.029355,-0.049998,0.0442,0.0138,0.0261
