date,MKTB,DRF,MKTBD,CRF,VAL,CRY,MOMB,LTREVB,DUR,HMLB,STREVB,SZE,DEF,TERM,PEADB,MOMBS
1986-01-31,0.0027169934102515758,0.0030315147843696386,0.004284225428514473,0.0056539829699560964,-0.0015251127310213573,0.0031954353391514764,1.7102449040079747e-05,-0.0030282510583360322,-0.0022971854421727344,0.0016264010196416657,0.007770598050661251,0.005265459241339342,0.0069999999999999,-0.009,-0.0012044551884706,-0.004219496889202
1986-02-28,0.049346663379908784,0.016296441366768194,-0.017738355617410353,-0.0024220756445049894,-0.003890527542240414,-0.03596451378628011,0.017313643658641506,0.0033116044665286084,0.013638781599763436,0.049856998091643005,0.011836999918266285,0.03186826496546329,-0.0393,0.1089,-0.0031434499484353,0.0058401204721126
1986-03-31,0.020020041355845328,-0.013206174895129999,-0.03861715284256622,0.007708819200581557,0.023360515092679102,-0.023369038801261805,-0.018162972831843732,0.002803196552441713,0.045206482891812616,0.02282284508608634,-0.039191219357543786,0.016123200632098232,-0.0514,0.0717,-0.005255960538313,-0.0041478195273969
1986-04-30,-0.0032662835057536647,-0.005440900057972872,-0.0009412718652236009,0.0016939328795303999,0.004965022809593359,0.022787687128943256,-0.009989348122089523,-0.006101174817128808,0.011135457663964433,0.008658595122077,-0.0033338008338825885,0.006539610748305345,0.0096,-0.014,2.109296613761989e-05,-0.0034818713562162
1986-05-31,-0.01640033175837458,0.00590201585764568,0.02999488625018186,0.012863996122734912,0.0025364577004529285,0.03698093665094513,-0.007290998970568437,-0.004001017816067379,-0.019387291263249503,-0.012788015496686745,-0.005813431130635006,-0.013632892724016596,0.0341,-0.0557,-0.0059599613623669,-0.0002786089017598
1986-06-30,0.013940221913228733,-0.012484269056093856,-0.03134781212385205,-0.0020505323294600208,0.01351457196771324,-0.015978467111685078,-0.012805908901885703,0.0017146278654170141,0.028795725987027343,0.003024069474936881,0.032224442894241354,0.003788673767165586,-0.0395,0.0564,0.0011315006315661,0.0023427529613411
1986-07-31,-0.0018914502583678137,0.005420459970336476,-0.0008543436362630225,-0.00504884932502032,-0.005941200835535786,0.009192375514765636,0.002229087916490284,-0.0019381654675979755,-0.014344842515955941,0.0004168144552534926,0.019814559411312903,0.001382399291194045,0.0139,-0.016,0.0002716698120656,0.0010453968497499
1986-08-31,0.016972261286704118,0.002962928595530093,-0.013027925415889045,-0.008930643233648849,-0.0008264683309045321,-0.007141153702936117,0.005852277899803392,0.001501453517940326,0.006430399516842516,0.00892496022286001,0.014269589583554884,0.0034501628913440204,-0.0224,0.0447,-0.0015315634275117,0.0053678964883655
1986-09-30,-0.006227466941973535,0.005772542314048663,0.023400063041854643,0.015113829236842367,0.005377007970941393,0.026055217050107462,-0.00746861198709944,-0.003064721826744358,-0.015456770201842275,-0.006015497163012181,0.020852123331956702,-0.0013000487641262662,0.0386,-0.0546,0.0026211454985255,0.003900787260305
1986-10-31,0.012662185830506212,0.006634609542480911,0.0011250193615458515,-0.003831891887046762,-0.004505409046662508,0.0026861123762630603,-0.003778546159451396,0.0007636527930213716,-0.00402189638260175,0.008643622307995978,0.006624117364632495,0.0023900744823186202,-0.0099999999999999,0.0243999999999999,0.001597029908422,0.0028328382568705
1986-11-30,0.011250866438897913,0.0053155060528969015,0.0009603714360058072,-0.004626506886633689,-0.008064390227976661,-0.004136814046071081,-0.004258764726267243,0.0011711634342710393,-0.00645941981380884,0.009442812634247356,-0.0014062923690440605,0.007785977691874643,-0.0034,0.0221,-0.0003360658144287,0.0018143988435776
1986-12-31,0.004824772345319291,0.006085494594928488,0.0094912083772936,-0.001002350722199194,-0.0026948769667422966,0.004432998086213343,0.00016747208563291927,-0.0004916395592343312,-0.006000610007151675,0.0037303190008476255,0.0006747124802767481,-0.0011349258761757667,0.0135,-0.0057,0.0014446506972201,0.0017046098390898
1987-01-31,0.022649793696438495,0.014693317557475705,0.013543162719617974,0.01738903982576051,-0.008429490502763152,0.004306060812624505,0.00501004768366834,-0.0027180489295132535,-0.004590136893388646,0.016109164582545136,0.0027032327099777973,-0.00015414558496207957,0.0055,0.0112,-0.0025373433412082,0.0006467260663672
1987-02-28,0.003166549239802255,-0.0036558997633981223,0.0006936735137812297,0.008953038840815745,0.002603895474582871,0.004335462019972883,-0.0037197656734050282,0.0036002967564231383,0.0049486626815874344,-0.0011075680771502356,0.0029947277837562344,0.0002710980860208891,-0.0144,0.016,-0.0011486358449411,-0.0011278473148813
